"","Year3","id","Electoral_District_Number","clea","marg","lcomp","lnonsocsup","votensoc","libmarg","difcro2","rightmar2","diffvotensoc"
"722","1890","32",32,"Socialist",0.0371217518467134,5,0,0.379185571262515,0.0764933068356519,0,0,0.100917098142003
"723","1893","32",32,"Socialist",0.207301641586867,7,0,0.456002051983584,0.0226744186046512,0,0,0.134342193170441
"724","1898","32",32,"Socialist",0.185120286204505,5,0,0.479483809732413,0.0870295330923958,0,0,0.0180500452966052
"725","1890","321",321,"Catholic",0.099201001155179,4,NA,NA,NA,NA,NA,NA
"726","1893","321",321,"Conservative",0.0327344494351436,4,0.2,0.443446304614128,0.27351299850279,0,0,-0.00389600193324036
"727","1898","321",321,"Catholic",0.17579678633929,4,NA,NA,NA,NA,NA,NA
"728","1903","321",321,"Socialist",0.0837142484001567,5,0,0.284010273823517,0.0306473379478473,0,0,0.120081797787737
"729","1907","321",321,"Socialist",0.144105666943489,4,0,0.288211333886978,0.252659469292522,1,1,0.121866963643639
"730","1912","321",321,"Conservative",0.00881746190190991,3,0.25,0.33486391162574,0.0245225261196513,0,0,0.0778049607205514
"731","1890","325",325,"Catholic",0.00330661322645293,4,0,0.447745490981964,0.432715430861723,1,1,0.100697093862295
"732","1893","325",325,"Catholic",0.0731993470720261,4,0,0.473831871046725,0.365282595388696,1,1,0.0976535137216185
"733","1898","325",325,"Catholic",0.11604743083004,4,0,0.4966534914361,0.334703557312253,1,1,0.0768967207279734
"734","1912","325",325,"Catholic",0.0653906923297903,3,0,0.476228095374892,0.302212008043666,1,0,0.00409198122463583
"735","1912","325",325,"Catholic",0.0987045663187243,3,0,0.493794838665805,0.287239468226174,0,0,0.00922115923610922
"736","1893","326",326,"Conservative",0.0947392010756905,4,0.25,0.485517395932545,-0.33615328589837,0,0,0.04280889106074
"737","1898","326",326,"Catholic",0.0334730371612182,3,0.25,0.450572785694328,0.422073204805812,0,0,0.0471935540162673
"738","1898","326",326,"Catholic",0.0504999238694614,4,0,0.4320661828148,0.418565700654723,1,1,0.04548909857459
"739","1903","326",326,"Catholic",0.0179825793762293,4,0,0.454294277418751,0.333801629671256,0,0,0.0263241894802042
"740","1907","326",326,"Catholic",0.0849123097972553,3,0,0.493843028317924,0.315270118993325,0,0,0.0311361209731523
"741","1912","326",326,"Catholic",0.127120768909319,3,0,0.477684914333473,0.186585875470121,0,0,0.0277690541723383
"742","1890","328",328,"Catholic",0.0501550572519084,4,0,0.310054866412214,0.311187977099237,0,0,0.226984173276334
"743","1893","328",328,"Catholic",0.0836382645060115,5,0,0.320765812859383,0.334683742812337,1,1,0.147614851454738
"744","1898","328",328,"Catholic",0.169323655111593,5,0,0.298555050539312,0.377111457838681,0,0,0.0788253330522516
"745","1903","328",328,"Catholic",0.0264488286066584,4,0,0.354069050554871,0.250184956843403,0,0,0.0480781201004639
"746","1907","328",328,"Catholic",0.0765550239234449,4,0,0.321706024592272,0.221021762617688,0,0,0.130829610043624
"747","1912","328",328,"Catholic",0.134862871740493,4,0,0.299416783149371,0.192895358365065,0,0,0.0572207962382471
"748","1890","329",329,"Catholic",0.0577437505765151,4,0,0.445254127847985,0.277419057282539,0,0,0.121156311908898
"749","1893","329",329,"Catholic",0.029663810151615,5,0,0.416865270523807,0.344150905126515,0,0,0.0945739784051875
"750","1898","329",329,"Catholic",0.0567274118716219,4,0,0.469220835126991,0.304060840866695,1,1,0.0814129514597801
"751","1903","329",329,"Catholic",0.135034877625902,4,0,0.480303213580098,0.178057336397726,0,0,0.0377734025412113
"752","1907","329",329,"Catholic",0.0978142974527527,3,0,0.44354971240756,0.139260476581758,0,0,0.0964516729218025
"753","1912","329",329,"Catholic",0.0882187850817014,4,0,0.420481476861669,0.112323811899713,0,0,0.0573027654141065
"754","1890","33",33,"Socialist",0.028825010994283,4,0,0.491224563227122,0.449286371087035,0,0,-0.00822019771837218
"755","1893","33",33,"Socialist",0.180790323792352,6,0,0.47825107054316,0.127150477049057,0,0,0.105313869100927
"756","1898","33",33,"Socialist",0.142249905307016,5,0,0.480240730608981,0.177686124321367,0,0,0.044030316618945
"757","1890","330",330,"Catholic",0.0330611095466066,4,0,0.470740636440439,0.388116023655308,1,1,0.0622595717627671
"758","1893","330",330,"Catholic",0.124576009867407,5,0,0.460807893925378,0.236447733580018,1,0,0.0655801559400734
"759","1898","330",330,"Catholic",0.0706821204636139,3,0,0.492114763442903,0.34017353853949,1,1,0.0635306774446501
"760","1890","331",331,"Catholic",0.00430532929951133,4,0,0.437049104026065,0.349080754014429,1,1,0.105508683833084
"761","1893","331",331,"Catholic",0.0659978880675818,4,0,0.380543822597677,0.338503167898627,1,1,0.143539651739605
"762","1898","331",331,"Catholic",0.112355517266135,4,0,0.471964965180559,0.223993107904372,0,0,0.115985403076359
"763","1898","331",331,"Catholic",0.0548961424332344,3,0,0.495211761532236,0.378810358780685,0,0,0.0159398575970796
"764","1912","331",331,"Catholic",0.108551554828151,3,0,0.475245499181669,0.215098199672668,0,0,0.0223066881837009
"765","1914","331",331,"Catholic",0.106114746858313,3,0,0.492190950335247,0.264343357289116,0,0,0.00937465223081363
"766","1890","333",333,"Catholic",0.0669209757935387,3,NA,NA,NA,NA,NA,NA
"767","1893","333",333,"Socialist",0.142595160352462,3,0,0.319720892785257,NA,0,0,0.112330218621637
"768","1898","333",333,"Socialist",0.132210311383359,4,0,0.441551812149056,0.128381827462991,0,0,0.105974779105376
"769","1903","333",333,"Socialist",0.170910805712746,5,0,0.445668283481541,0.0793586634330369,0,0,0.0816420416753326
"770","1907","333",333,"Socialist",0.0986525505293551,3,0,0.44961218366076,0.155862537507785,0,0,0.0730219388081948
"771","1890","334",334,"Catholic",0.107692307692308,3,NA,NA,NA,NA,NA,NA
"772","1893","334",334,"Catholic",0.0564274378416505,5,NA,NA,NA,NA,NA,NA
"773","1898","334",334,"Socialist",0.0556946182728411,5,0,0.353214956195244,0.234785669586984,1,0,0.146356427844656
"774","1903","334",334,"Socialist",0.11781990521327,7,0,0.361105845181675,0.00717219589257503,0,0,0.138827775794097
"775","1907","334",334,"Socialist",0.0769511876794571,4,0,0.376664056382146,0.0499347428869747,0,0,0.11664422516143
"776","1912","334",334,"Socialist",0.065753358109257,3,0,0.389783575020039,0.0452524958099541,0,0,0.0525630889103919
"777","1890","335",335,"Socialist",0.044467228677755,3,0,0.330409356725146,NA,1,0,0.212035559950841
"778","1893","335",335,"Socialist",0.0229270815376659,4,0,0.348698500258576,0.343526978107223,0,0,0.103884570321099
"779","1898","335",335,"Socialist",0.19618322915723,5,0,0.460307394993508,0.123199565178005,1,1,0.104296682768465
"780","1903","335",335,"Socialist",0.186882019775367,4,0,0.480872612076414,0.123500047998464,0,0,0.0787006234164898
"781","1893","336",336,"Catholic",0.133841131664853,5,NA,NA,NA,NA,NA,NA
"782","1898","336",336,"Catholic",0.152379316268682,4,0,0.265017465498482,0.258145793964382,1,1,0.101471380282313
"783","1903","336",336,"Catholic",0.137112919027133,4,0,0.275887038377987,0.191336201388593,0,0,0.0573038143683264
"784","1907","336",336,"Conservative",0.126849506186438,3,0.444444444444444,0.311341190292617,0.191724492418401,0,0,0.0656427756095551
"785","1912","336",336,"Socialist",0.140908129450751,4,0,0.287033772826623,0.186949164492703,0,0,-0.209219821820593
"786","1893","337",337,"Conservative",0.0815446014453673,5,0.166666666666667,0.398338906266854,-0.277154568007766,0,0,0.184087913353399
"787","1898","337",337,"Catholic",0.0840528953565606,4,0,0.376728458426424,-0.0492723869331562,0,0,0.152194281517822
"788","1903","337",337,"Catholic",0.122022362664074,4,0,0.40427807486631,0.0788040836169178,0,0,0.0423579577329615
"789","1890","339",339,"Conservative",0.0806772308248478,4,0,0.275109959631259,0.251430981502681,0,0,0.209945548481466
"790","1890","339",339,"Conservative",0.154413166423079,5,0,0.454025544894198,0.214780453707822,0,0,0.079844260534579
"791","1893","339",339,"Conservative",0.0887409118706258,4,0,0.380920024461507,0.0983896174492084,0,0,0.15439376660676
"792","1898","339",339,"Conservative",0.0680507497116494,4,0,0.344125885648377,-0.0748887790410281,0,0,0.303919922994009
"793","1898","339",339,"Conservative",0.0165307635285396,4,0,0.349740548554485,-0.0249073387694589,0,0,0.267077316065194
"794","1903","339",339,"Socialist",0.0401991960160797,4,0,0.361492770144597,0.0139197216055679,0,0,0.0625154451834755
"795","1907","339",339,"Conservative",0.0667537557152188,3,0.333333333333333,0.392640975397344,0.0473764424123667,1,1,0.114498429725454
"796","1912","339",339,"Socialist",0.000764039220679968,4,0,0.33855426800798,-0.12305276115285,0,0,0.17491731918993
"797","1912","339",339,"Conservative",0.0743027808047786,3,0.571428571428571,0.394882350567058,-0.0393106510069823,0,0,0.120257186155212
"798","1890","340",340,"Catholic",0.063889615485221,4,NA,NA,NA,NA,NA,NA
"799","1893","340",340,"Conservative",0.138506466416354,4,0,0.242873035739118,0.210819079404812,0,0,0.177209875361757
"800","1898","340",340,"Socialist",0.0378410527098357,5,0,0.31254181845216,0.210393279310088,0,0,0.0760449556331038
"801","1903","340",340,"Socialist",0.101809954751131,4,0,0.383653846153846,0.376527149321267,0,0,-0.013345844632851
"802","1907","340",340,"Socialist",0.0611718939946511,4,0,0.35176270362266,0.252516411378556,0,0,0.068366430390845
"803","1907","340",340,"Socialist",0.154569497502204,3,0,0.467773533157018,-0.0978548339700264,0,0,0.0702362547712035
"804","1912","340",340,"Socialist",0.0890826030206974,4,0,0.433013238858848,0.245804586984897,0,0,0.037437187698196
"805","1890","341",341,"Conservative",0.135375166002656,4,0,0.415006640106242,0.260956175298805,0,0,0.288746817025327
"806","1893","341",341,"Conservative",0.0146437623204731,6,0,0.357739603867455,0.286398197690791,0,0,0.16334325093156
"807","1894","341",341,"Conservative",0.0905786704925873,4,0,0.455380200860832,0.336967957914873,0,0,0.0853408747579056
"808","1898","341",341,"Conservative",0.0759244689221086,5,0,0.376344086021505,-0.13021243115657,0,0,0.193059468661735
"809","1903","341",341,"Conservative",0.0133521834747094,4,0.4,0.429783223374175,0.357995601633679,0,0,0.0335222462499937
"810","1907","341",341,"Conservative",0.0167950997826516,4,0.2,0.425146545478496,0.329710860831193,0,0,0.102333825684959
"811","1912","341",341,"Conservative",0.193958456195531,4,0.333333333333333,0.404560644780814,0.0121224035122207,0,0,0.0582614689664901
"812","1890","342",342,"Socialist",0.166421748714181,3,0,0.318515797207935,NA,0,0,0.102066598556459
"813","1893","342",342,"Socialist",0.182333539476397,4,0,0.309059987631416,0.325293753865182,0,0,0.0571035956207747
"814","1898","342",342,"Socialist",0.126786699433271,3,0,0.452028687496865,0.107327348412659,0,0,0.0610756120299809
"815","1907","342",342,"Socialist",0.116203873462449,3,0,0.460048668288943,NA,0,0,0.0495101552404688
"816","1907","342",342,"Socialist",0.145223568249477,3,0,0.443481592831668,NA,0,0,0.0220911412335082
"817","1912","342",342,"Socialist",0.19451466470956,3,0,0.498138030389519,NA,0,0,0.0602280299660002
"818","1890","343",343,"Socialist",0.0768037906525953,4,0,0.445143226362266,0.191772560844282,0,0,0.092197691098961
"819","1893","343",343,"Socialist",0.182522815351919,4,0,0.461015960328374,0.133850064591407,1,1,0.0554227826624683
"820","1903","343",343,"Socialist",0.130709607299145,3,0,0.47304293109859,0.161399193433058,0,0,0.00394562265646575
"821","1907","343",343,"Socialist",0.163914180550174,3,0,0.490313831848121,-0.326399651297947,0,0,0.0549785522064781
"822","1890","344",344,"Catholic",0.0911518162061472,4,NA,NA,NA,NA,NA,NA
"823","1893","344",344,"Conservative",0.0792212389380531,4,0.25,0.332247787610619,0.29953982300885,0,0,0.188496040539429
"824","1898","344",344,"Socialist",0.163696919233972,4,0,0.273022481265612,0.265278934221482,0,0,0.156666572636132
"825","1903","344",344,"Socialist",0.0914611704085388,3,0,0.352656115814011,0.244264507422402,0,0,0.0328231362495528
"826","1907","344",344,"Conservative",0.0895104230970132,3,0.333333333333333,0.320765468445795,0.144261360938316,0,0,0.152396551595876
"827","1912","344",344,"Socialist",0.185789771655029,4,0,0.40224570673712,-0.0102377807133421,0,0,0.148695420766001
"828","1903","345",345,"Catholic",0.22776136022956,4,0,0.253458392222365,0.308064585207075,0,0,0.0656415296172829
"829","1907","345",345,"Catholic",0.218291662117407,4,0,0.268042362703352,0.318921279615679,1,1,0.135848515512898
"830","1912","345",345,"Socialist",0.165102990970655,4,0,0.234339729119639,0.175543171557562,0,0,0.0930349768691435
"831","1893","346",346,"Catholic",0.0276848189838759,5,NA,NA,NA,NA,NA,NA
"832","1903","346",346,"Catholic",0.0407232358760167,4,0,0.334029457023522,0.21416794899978,1,0,0.12601406744634
"833","1907","346",346,"Conservative",0.0142411052233157,4,0.25,0.311601059803179,0.126514004542014,0,0,0.253224355193958
"834","1907","346",346,"Catholic",0.0659450156257077,4,0,0.299107749445174,0.294442683092531,1,0,0.221585518694178
"835","1912","346",346,"Catholic",0.0653270779853058,3,NA,NA,NA,NA,NA,NA
"836","1890","347",347,"Socialist",0.0776315789473684,3,0,0.400303643724696,-0.0472672064777328,0,0,0.108036772764891
"837","1893","347",347,"Socialist",0.170056133247446,5,0,0.412487347013895,0.005337259593264,0,0,0.146796535098862
"838","1898","347",347,"Socialist",0.0129736742526623,4,0,0.397751229796205,-0.214930536785772,0,0,0.104911853516768
"839","1898","347",347,"Socialist",0.114318604445232,4,0.166666666666667,0.445585761090941,-0.118569025059772,0,0,0.0704799440372639
"840","1903","347",347,"Socialist",0.181818181818182,4,0.4,0.485755835632784,-0.121410992616899,0,0,0.0606388278338451
"841","1907","347",347,"Socialist",0.16581842562399,3,0.166666666666667,0.449608386919818,-0.0200835034894706,0,0,0.0621099832056314
"842","1890","348",348,"Conservative",0.0793367346938776,3,0,0.390369897959184,-0.01875,0,0,0.185928305707054
"843","1893","348",348,"Conservative",0.232098450551553,3,0.25,0.487916852642989,-0.00956449658866287,0,0,0.157021587849487
"844","1898","348",348,"Conservative",0.129228153276249,4,0.166666666666667,0.421813323616931,-0.0189469848788486,0,0,0.134662436082375
"845","1903","348",348,"Conservative",0.0314369567671295,3,0.333333333333333,0.390450389434473,-0.118184896715205,0,0,0.148523907947222
"846","1907","348",348,"Conservative",0.0203441242612834,3,0,0.35840175723027,0.0412635322420375,0,0,0.0105741463841874
"847","1912","348",348,"Conservative",0.0468076370355163,3,0.25,0.362502566208171,-0.000564565797577465,0,0,0.149991589332377
"848","1912","348",348,"Conservative",0.013,3,0.25,0.375,0.151,0,0,0.056
"849","1890","349",349,"Socialist",0.0745095998751236,3,0,0.397367188719496,0.0492741557833394,0,0,0.0131096682234208
"850","1893","349",349,"Socialist",0.00101235067827493,4,0,0.341314031180401,-0.0330026321117635,0,0,0.190104093656371
"851","1898","349",349,"Socialist",0.156415163112812,4,0,0.447785675232367,0.0411882631674868,0,0,0.0194126329140837
"852","1903","349",349,"Socialist",0.151860794271917,4,0,0.432103904753976,-0.00116559820164852,0,0,0.0598437550346506
"853","1903","349",349,"Socialist",0.142857142857143,3,0,0.425677305249618,0.000120588471742067,0,0,0.0210379650583378
"854","1907","349",349,"Socialist",0.0414736128376088,3,0,0.364372622141862,-0.0188721889479038,0,0,0.222415532755633
"855","1912","349",349,"Socialist",0.100567895909712,3,0,0.426389188412048,0.0904679749838257,0,0,0.0278148815425315
"856","1890","35",35,"Socialist",0.128660563829303,4,0,0.32946213052785,0.261192330464089,0,0,0.0977066062780807
"857","1893","35",35,"Socialist",0.0809201507882111,6,0,0.416766620973269,0.115532899246059,0,0,0.121065787674138
"858","1898","35",35,"Socialist",0.139250698621702,5,0,0.474825936626723,0.179936531994506,0,0,0.0212144784470073
"859","1893","350",350,"Conservative",0.0222853820812609,3,0.6,0.375880111103934,0.180996059686067,0,0,0.0538471497599575
"860","1898","350",350,"Socialist",0.018650644636375,4,0,0.337401426962073,0.0603329578169984,0,0,0.0540647263905097
"861","1903","350",350,"Socialist",0.0659469085647504,4,0,0.384272914463799,0.0279370026156158,0,0,0.0234733134083647
"862","1907","350",350,"Conservative",0.0646139611390973,3,0.2,0.382337822555773,0.021589390356739,0,0,0.0697970558240165
"863","1912","350",350,"Conservative",0.0190726414635333,3,0.25,0.346129518805041,0.00413564929693966,0,0,0.0694016093039711
"864","1907","351",351,"Conservative",0.194957803653456,3,0,0.478421108855891,-0.0507424420467898,0,0,0.199203493477088
"865","1912","351",351,"Conservative",0.0876007958948581,3,0,0.401455649806262,0.0345062310189548,0,0,0.0164938737040528
"866","1890","352",352,"Socialist",0.015819571375127,3,0,0.372721928277484,0.09448987226765,0,0,-0.017756097978686
"867","1893","352",352,"Socialist",0.0519922748526123,5,0,0.371213661313275,-0.0211425086399675,0,0,0.164217458607439
"868","1898","352",352,"Socialist",0.189531538494568,5,0,0.486839280346945,0.286401305337284,0,0,0.0189368929382536
"869","1907","352",352,"Socialist",0.140089729767329,4,0,0.428268354606476,0.286335338921156,0,0,0.0326319162290002
"870","1912","352",352,"Socialist",0.124983649444081,3,0,0.478907782864617,0.192478744277305,0,0,0.0242617374595233
"871","1890","353",353,"Conservative",0.225284090909091,4,0,0.429971590909091,-0.0149857954545455,0,0,0.262236667618737
"872","1893","353",353,"Conservative",0.194349919743178,5,0.2,0.439036918138042,-0.027800963081862,0,0,0.18127942632593
"873","1898","353",353,"Conservative",0.0380812655482554,4,0.2,0.386936276073228,-0.0992536837405116,0,0,0.150143978043199
"874","1903","353",353,"Conservative",0.0407083853330956,4,0.166666666666667,0.424080347061271,-0.201640221073275,0,0,0.135941917766486
"875","1907","353",353,"Conservative",0.112658889082361,3,0.2,0.434267804283476,-0.0861918857739857,0,0,0.21306677111168
"876","1912","353",353,"Conservative",0.0844746295464751,3,0.25,0.39762011674899,-0.0350246969016614,0,0,0.133599700306859
"877","1890","354",354,"Catholic",0.0172429236832676,3,NA,NA,NA,NA,NA,NA
"878","1893","354",354,"Conservative",0.0148879856319123,5,0.333333333333333,0.302297003497495,-0.0557708668116079,0,0,0.254835018097115
"879","1893","354",354,"Socialist",0.0268742727323101,4,0,0.318169224801906,-0.0330802903529672,0,0,0.18112540919151
"880","1898","354",354,"Socialist",0.092252644679527,3,0,0.447313835303879,-0.160755030076748,0,0,0.0638391794594933
"881","1903","354",354,"Socialist",0.219314002223933,3,0,0.464673680609015,NA,0,0,0.0471788215858924
"882","1907","354",354,"Socialist",0.0881707273185303,3,0,0.411415410083852,-0.0613596286033037,0,0,0.16924418782306
"883","1912","354",354,"Socialist",0.222989673269003,3,0,0.482478415439309,0.00545115964110376,0,0,0.047883776562845
"884","1893","355",355,"Catholic",0.108058217962371,5,NA,NA,NA,NA,NA,NA
"885","1893","355",355,"Conservative",0.0487839873735562,5,0.2,0.209053734127269,0.054451538847837,0,0,0.147200254385813
"886","1898","355",355,"Socialist",0.00248015873015872,4,0,0.30952380952381,0.083994708994709,0,0,0.111031045457275
"887","1903","355",355,"Socialist",0.1603929065858,5,0,0.39673017337992,0.0949304502603995,0,0,0.0782046632570447
"888","1903","355",355,"Socialist",0.157106946983547,5,0,0.38842550274223,-0.0723834552102377,0,0,0.151584957508816
"889","1907","355",355,"Socialist",0.0423265325533838,3,0,0.374518476244828,-0.042611879963856,0,0,0.122399158924449
"890","1912","355",355,"Socialist",0.181097271904495,3,0,0.457828729043658,0.0164633883549541,0,0,0.0130809733272852
"891","1890","356",356,"Catholic",0.0617178124464255,3,NA,NA,NA,NA,NA,NA
"892","1893","356",356,"Socialist",0.147830531576556,5,0,0.26879827351204,0.394139027714675,0,0,0.105804228077954
"893","1898","356",356,"Socialist",0.0387911843276936,4,0,0.33876892252894,NA,0,0,0.113869248756483
"894","1903","356",356,"Socialist",0.089349059950337,4,0,0.415218162468961,NA,0,0,0.0720964856839493
"895","1907","356",356,"Socialist",0.0802209363492898,3,0,0.354287217254077,NA,0,0,0.0406327288778999
"896","1912","356",356,"Socialist",0.207059865753518,4,0,0.432621213669972,-0.0413642713550717,0,0,0.0856765731850858
"897","1890","357",357,"Conservative",0.119036946916821,4,0,0.439521034769802,0.212460779919319,0,0,0.0635532111698731
"898","1890","357",357,"Conservative",0.100584259365334,3,0,0.474338412189254,0.224997135983503,0,0,-0.0346094931802552
"899","1903","357",357,"Conservative",0.0603406845730763,4,0,0.400277673946708,-0.0914722059059112,0,0,0.162514774824335
"900","1907","357",357,"Conservative",0.126020257645786,4,0,0.42393549021536,-0.0283213688661619,0,0,0.220899742624617
"901","1912","357",357,"Conservative",0.0393730525918233,3,0.333333333333333,0.365074119535455,0.0192144273439713,0,0,0.00100724262775337
"902","1890","358",358,"Catholic",0.0261269731307833,4,NA,NA,NA,NA,NA,NA
"903","1893","358",358,"Socialist",0.0736090992006009,6,0,0.238263855357047,0.231181930361071,0,0,0.0776285393366795
"904","1898","358",358,"Catholic",0.0793443649840789,3,NA,NA,NA,NA,NA,NA
"905","1903","358",358,"Socialist",0.107867568529726,6,0,0.327162691349235,0.0906461374154503,0,0,0.0872006662946545
"906","1907","358",358,"Socialist",0.0338210425703993,4,0,0.303176237041394,0.27457539886773,0,0,0.0207709450305017
"907","1912","358",358,"Socialist",0.0144693451780066,4,0,0.344404064876506,0.273470623864325,0,0,0.0804422681132242
"908","1893","359",359,"Socialist",0.086123769896308,4,0,0.267683772538141,NA,0,0,0.028458270425471
"909","1898","359",359,"Socialist",0.134102614251255,3,0,0.303996349175305,NA,0,0,0.0315910774428122
"910","1903","359",359,"Socialist",0.0128125529152791,4,0,0.449229553536152,0.399221087091494,0,0,-0.0435465527669558
"911","1907","359",359,"Socialist",0.0163558106169297,4,0,0.367395982783357,0.376219512195122,0,0,-0.0188077906308086
"912","1912","359",359,"Socialist",0.0273196397854902,3,0,0.438935545886876,NA,0,0,0.0286444547846927
"913","1912","359",359,"Socialist",0.0628367610229946,4,0,0.476474159520376,0.375768384305988,0,0,-0.0170128686513268
"914","1890","361",361,"Socialist",0.197278426902251,3,0,0.485216585921915,NA,0,0,0.0490056969277252
"915","1898","361",361,"Socialist",0.239063483127463,5,0,0.485379342318773,0.0553366228433288,0,0,0.0349356472632832
"916","1890","362",362,"Catholic",0.0525174529299767,5,NA,NA,NA,NA,NA,NA
"917","1893","362",362,"Socialist",0.139365887526036,3,0,0.283175190928026,NA,0,0,0.0698519686344033
"918","1903","362",362,"Socialist",0.0969192905032674,5,0,0.343460918272087,0.0322922854960536,0,0,0.0397588467879022
"919","1907","362",362,"Socialist",0.172011543307727,3,0,0.292240783644271,0.223956428077877,0,0,0.0692773815678256
"920","1912","362",362,"Socialist",0.108820559250618,3,0,0.346066789706446,0.261622035727966,0,0,0.051309618903958
"921","1893","363",363,"Socialist",0.0966039175782244,5,0,0.379483591961333,0.471063342660901,0,0,-0.0126657047286693
"922","1898","363",363,"Socialist",0.167137536920509,4,0,0.412867599845897,0.131115962501605,0,0,0.088123307125425
"923","1903","363",363,"Socialist",0.159384232623231,4,0,0.483595086300731,-0.3242108536775,0,0,0.0588158367330295
"924","1907","363",363,"Minority",0.0150419310467231,4,0.571428571428571,0.430536451169188,-0.270932244753073,0,0,0.123811839886122
"925","1893","364",364,"Catholic",0.0208564890487087,4,NA,NA,NA,NA,NA,NA
"926","1898","364",364,"Catholic",0.0144170234197935,4,NA,NA,NA,NA,NA,NA
"927","1903","364",364,"Conservative",0.0776264784812643,4,0.4,0.244260013915118,0.0854785806579863,0,0,0.146265358904611
"928","1912","364",364,"Socialist",0.0055223941202745,3,0,0.398830551833354,0.188005035124051,0,0,0.0370815002839102
"929","1890","365",365,"Socialist",0.0398978433598184,3,0,0.409477866061294,NA,0,0,0.0864941129229442
"930","1890","365",365,"Socialist",0.0910118711136235,3,0,0.446140317819232,NA,0,0,0.0184251768063824
"931","1907","366",366,"Socialist",0.080196825246623,5,0,0.451657164486291,-0.200586690638972,0,0,0.0787751650150845
"932","1912","366",366,"Socialist",0.189326671965482,4,0,0.48647666628818,-0.0865675031225162,0,0,0.064124062686306
"933","1890","367",367,"Catholic",0.100853455453788,3,NA,NA,NA,NA,NA,NA
"934","1893","367",367,"Catholic",0.0773266184031057,3,NA,NA,NA,NA,NA,NA
"935","1898","367",367,"Socialist",0.110239388453028,4,0,0.362804264735466,0.0662844498088916,0,0,0.0771754409976647
"936","1903","367",367,"Socialist",0.016824299745362,3,0,0.36122226264096,NA,0,0,0.117815004439785
"937","1907","367",367,"Socialist",0.0101330445544555,3,0,0.333075495049505,NA,0,0,0.0410635155954543
"938","1907","367",367,"Socialist",0.214930528298925,3,0,0.485359918360939,NA,0,0,0.0243253988422008
"939","1912","367",367,"Socialist",0.100219810413518,3,0,0.42581398543756,NA,0,0,0.0379675772902549
"940","1912","367",367,"Socialist",0.00834230355220666,3,0,0.38690796555436,NA,0,0,-9.34575054649667e-05
"941","1890","368",368,"Socialist",0.188148877672453,3,0,0.459805490582297,NA,0,0,0.0285861713033406
"942","1893","369",369,"Socialist",0.00900017822135091,4,0,0.388477989663162,0.153894136517555,0,0,0.0358615512636465
"943","1898","369",369,"Socialist",0.0609552438209753,3,0,0.448021042084168,0.22436539746159,0,0,0.0122268950320962
"944","1903","369",369,"Socialist",0.0288061669540521,4,0,0.414781756094262,0.381309801534977,0,0,0.026486133375287
"945","1903","369",369,"Socialist",0.0596534834417721,3,0,0.464763506104247,0.277396008480152,0,0,0.00621541390730329
"946","1912","369",369,"Socialist",0.203086707900572,4,0,0.450752713268759,NA,0,0,0.0894308042449475
"947","1893","37",37,"Conservative",0.155800378196169,4,0,0.414618104086163,0.0931513606840418,0,0,0.0294476834379147
"948","1898","37",37,"Conservative",0.129192253188474,4,0.4,0.415682569674067,0.111635962840498,0,0,0.0961019421104447
"949","1903","37",37,"Conservative",0.191603646900841,5,0.333333333333333,0.468513675878154,-0.107922821400806,0,0,0.235214109124013
"950","1890","370",370,"Catholic",0.210449075432932,3,NA,NA,NA,NA,NA,NA
"951","1893","370",370,"Socialist",0.0357464950397638,4,0,0.381118307780602,0.307780601787325,1,1,0.073888378288776
"952","1898","370",370,"Socialist",0.0264637173309972,3,0,0.467842020732954,0.46459337129508,0,0,0.0304181731794141
"953","1912","370",370,"Socialist",0.179002578527895,4,0,0.469262775433662,0.13862517580872,0,0,0.0636947766197147
"954","1890","371",371,"Socialist",0.0329122931862658,4,0,0.398505603985056,0.271392990571073,0,0,-0.0225204021192043
"955","1893","371",371,"Socialist",0.143086544962813,3,0,0.332572684246112,NA,0,0,0.0567814323279695
"956","1898","371",371,"Socialist",0.0765293687545698,3,0,0.381834430091803,NA,0,0,0.0184279414554606
"957","1903","371",371,"Socialist",0.0320695746704716,3,0,0.355822802011143,0.135344476151651,0,0,0.0352634691267191
"958","1912","371",371,"Socialist",0.0957897081755402,3,0,0.446201826687458,0.152261082646469,0,0,0.00988594425179784
"959","1890","372",372,"Catholic",0.204205048871387,3,NA,NA,NA,NA,NA,NA
"960","1893","372",372,"Socialist",0.130116022492704,3,0,0.451277671008613,NA,0,0,0.0363358715182246
"961","1898","372",372,"Socialist",0.199707709170625,3,0,0.485056631348191,NA,0,0,-0.00914450390728699
"962","1890","373",373,"Catholic",0.171610439210694,4,NA,NA,NA,NA,NA,NA
"963","1893","373",373,"Conservative",0.111909529979974,4,0.25,0.406172694074685,0.211567911414772,0,0,0.151627283969008
"964","1898","373",373,"Conservative",0.270315554314437,5,0.2,0.473889974867356,0.0403518570231779,0,0,0.112454852718851
"965","1903","373",373,"Conservative",0.138885836721239,4,0.2,0.456543237006922,0.116580595538952,0,0,0.03541033755662
"966","1907","373",373,"Conservative",0.049360636680676,4,0.25,0.362782795314316,0.311812572654923,0,0,0.115915686247506
"967","1912","373",373,"Conservative",0.0608947099846913,4,0.25,0.374468447014798,0.177496172818507,0,0,0.129766080672498
"968","1912","373",373,"Conservative",0.0612825374935356,3,0,0.486812618514049,0.337872780555077,0,0,0.00289326383889188
